# BulTreeBank Wordnet (BTB-WN)	bul	http://www.bultreebank.org/	CC BY 3.0
13295657-n	bul:exe	6	символичен наем
13295657-n	bul:lemma	наем
13298701-n	bul:def	0	Неголяма сума, която се дава за направена услуга допълнително към онова, което се заплаща редовно.
13298701-n	bul:exe	0	Винаги оставям приличен бакшиш в ресторанта.
13298701-n	bul:exe	1	голям бакшиш
13298701-n	bul:exe	2	давам бакшиш
13298701-n	bul:exe	3	малък бакшиш
13298701-n	bul:lemma	бакшиш
13300141-n	bul:def	0	Глоба за неспазване на поето задължение.
13300141-n	bul:exe	0	Плащам неустойка.
13300141-n	bul:lemma	неустойка
13301620-n	bul:def	0	Плащане на застрахователна сума.
13301620-n	bul:lemma	премия
13308147-n	bul:def	0	Определена сума, която се заплаща за извършена услуга на превоз.
13308147-n	bul:lemma	такса
13308999-n	bul:def	0	Сума, която се определя като процент от дохода, от стойността на притежаваните имоти и др. и която физическите и юридическите лица задължително плащат в бюджета на държавата или на местните органи на властта.
13308999-n	bul:exe	0	Редовно си плащам данъците.
13308999-n	bul:exe	1	годишен данък
13308999-n	bul:exe	2	данък върху общия доход
13308999-n	bul:exe	3	данък добавена стойност
13308999-n	bul:exe	4	данък сгради
13308999-n	bul:exe	5	данък смет
13308999-n	bul:exe	6	поземлен данък
13308999-n	bul:exe	7	продоволствен данък
13308999-n	bul:lemma	данък
13315999-n	bul:def	0	Налог, вид косвен данък, с който се облагат вносни или износни стоки при преминаването им през границата.
13315999-n	bul:exe	0	Двете правителства подписаха споразумение за намаляване на митата за някои стоки.
13315999-n	bul:exe	1	високо мито
13315999-n	bul:exe	2	вносни мита
13315999-n	bul:exe	3	износни мита
13315999-n	bul:exe	4	ниско мито
13315999-n	bul:exe	5	облагам с мито
13315999-n	bul:exe	6	определям мито
13315999-n	bul:exe	7	освобождавам от мито
13315999-n	bul:exe	8	плащам мито
13315999-n	bul:lemma	мито
13318584-n	bul:def	0	Възнаграждение, което се заплаща за услуга с пари, за използване на чужд паричен или стоков капитал.
13318584-n	bul:exe	0	Давам пари под лихва.
13318584-n	bul:lemma	лихва
13318584-n	bul:lemma	процент
13320168-n	bul:def	0	Определена сума, която се заплаща за извършена услуга (превоз, издаване на документи, следване в училища и др.).
13320168-n	bul:exe	0	внасям такса
13320168-n	bul:exe	1	държавна такса
13320168-n	bul:exe	2	плащам такса
13320168-n	bul:exe	3	събирам такси
13320168-n	bul:exe	4	такса за
13320168-n	bul:exe	5	учебна такса
13320168-n	bul:lemma	такса
13320860-n	bul:def	0	Възнаграждение, такса (обикновено определен процент от общата сума), получавано от посредник при някаква работа, сключване на сделка, главно търговска и др.
13320860-n	bul:exe	0	Ако ми намериш сериозин купувач, ще получиш 5% комисиона.
13320860-n	bul:exe	1	получавам комисиона
13320860-n	bul:exe	2	продавам без комисиона
13320860-n	bul:exe	3	продавам с комисиона
13320860-n	bul:lemma	комисиона
13321495-n	bul:def	0	Определена сума, която се заплаща за достъп до учреждение (музей, зоопарк и др.) или за достъп до извършване на дадена дейност.
13321495-n	bul:exe	0	Музеят има такса вход.
13321495-n	bul:exe	1	такса за допускане до държавни зрелостни изпити
13321495-n	bul:lemma	такса вход
13321495-n	bul:lemma	такса за допускане
13323749-n	bul:def	0	Такса, която се събира на специални места за използването на пътища и мостове.
13323749-n	bul:lemma	такса
13327231-n	bul:def	0	Получаване на по-малко от направените разходи, разлика между приходите от нещо и надвишаващите ги разходи за него.
13327231-n	bul:exe	0	Миналата година компанията работи на загуба.
13327231-n	bul:exe	1	продавам на загуба
13327231-n	bul:lemma	загуба
13327676-n	bul:def	0	Лишаване от нещо притежавано, изчезване на съществувало нещо ценно, необходимо.
13327676-n	bul:exe	0	загуба на време
13327676-n	bul:exe	1	загуба на кръв
13327676-n	bul:exe	2	загуба на памет
13327676-n	bul:exe	3	загуба на пари
13327676-n	bul:exe	4	понасям загуба
13327676-n	bul:exe	5	претърпявам загуба
13327676-n	bul:lemma	загуба
13328073-n	bul:def	0	Получаване на по-малко от направените разходи за нещо, което съм притежавал, имал.
